차량번호,연식,주행거리,연료,변속기,연비,차종,배기량,색상,세금미납,압류,저당,제시번호,차량모델,제조사,가격
89주0961,16년12월(17년형),"136,172",디젤,오토,정보없음,승합,0,흰색,정보없음,없음,1 건,2021050782,그랜드스타렉스3인승 밴 스마트,현대,"1,270만원"
59모5451,07년05월(07년형),"116,028",LPG,오토,정보없음,RV,0,은색,정보없음,없음,없음,2021021065,뉴카렌스2.0 LPI GLX 최고급형,기아,390만원
23보9654,10년06월(11년형),"134,776",가솔린,오토,정보없음,중형,"1,998",보라색,없음,없음,없음,202012254,K5가솔린 2.0 프레스티지,기아,590만원
313도9538,17년09월(18년형),"50,665",디젤,오토,정보없음,RV,"2,199",회색,없음,없음,없음,2.02E+11,올 뉴 카니발9인승 2.2 디젤 프레스티지,기아,"2,330만원"
02수0807,16년05월(16년형),"150,279",디젤,오토,11.6,SUV,"2,199",회색,없음,없음,없음,20210320,싼타페 더 프라임디젤 R2.2 4WD 5인승 익스클루시브 기본,현대,"1,600만원"
03마2500,17년08월(18년형),"49,000",디젤,오토,10.1,SUV,0,검정색,정보없음,없음,1 건,2021023823,G4 렉스턴2.2 4WD 헤리티지,쌍용,"2,650만원"
53구7993,09년10월(10년형),"102,119",가솔린,오토,정보없음,경차,995,초록색,없음,없음,없음,1111,마티즈 CREATIVEGROOVE 스타,한국GM,330만원
02주0429,15년11월(16년형),"51,155",가솔린,오토,12.6,중형,0,흰색,정보없음,없음,1 건,정보없음,LF쏘나타2.0 스타일 스페셜,현대,"1,420만원"
324너1982,17년04월(18년형),"132,909",LPG,오토,7.6,중형,"2,999",검정색,없음,없음,없음,82,그랜저IG3.0 LPi 모던 ,현대,"1,750만원"
151다9096,20년09월(21년형),"23,453",가솔린,오토,정보없음,SUV,"1,341",갈색,없음,없음,없음,20211052675,트레일블레이저1.3 가솔린 2WD Premier,한국GM,"1,999만원"
69오4755,09년12월(10년형),"33,081",가솔린,오토,정보없음,중형,"1,998",회색,없음,없음,없음,20201062913,YF쏘나타Y20 프리미어 최고급형,현대,589만원
34구0524,16년04월(16년형),"107,813",가솔린,오토,정보없음,대형,"2,359",그래비티블루,없음,없음,없음,82,올 뉴 K72.4 GDI 프레스티지 ,기아,"1,680만원"
15오0629,16년07월(17년형),"94,573",가솔린,오토,8.9,대형,"3,342",회색,없음,없음,없음,20211146528,G80(DH)3.3 GDI AWD 프리미엄 럭셔리,제네시스,"2,970만원"
380라5361,18년08월(18년형),"117,093",하이브리드(가솔린),오토,16.2,대형,"2,359",그래비티블루,없음,없음,없음,82,올 뉴 K7 하이브리드노블레스 기본형,기아,"2,290만원"
123머2435,18년09월(19년형),"138,787",하이브리드(가솔린),오토,정보없음,대형,"2,359",회색,없음,없음,없음,1421007567,그랜저IG 하이브리드익스클루시브 스페셜,현대,"2,050만원"
07보6434,18년01월(18년형),"98,737",가솔린,오토,10,대형,"2,999",회색,없음,없음,없음,82,올 뉴 K73.0 GDi 리미티드 ,기아,"2,320만원"
271보7646,19년08월(19년형),"65,040",하이브리드(가솔린),오토,정보없음,대형,"2,359",회색,없음,없음,없음,6752105606,그랜저IG 하이브리드익스클루시브 스페셜,현대,"2,720만원"
129부2082,16년05월(16년형),"73,564",디젤,오토,11.2,RV,"2,199",검정색,없음,없음,없음,82,올 뉴 카니발7인승 2.2 디젤 리무진 프레지던트,기아,"2,430만원"
69구0802,16년03월(17년형),"91,279",가솔린,오토,11.8,준중형,"1,591",회색,없음,없음,없음,20211160178,더 뉴 벨로스터1.6 터보 디 스펙 DCT,현대,"1,600만원"
116오2210,18년03월(18년형),"72,617",가솔린,오토,10.1,대형,"2,999",회색,없음,없음,없음,82,그랜저IG3.0 익스클루시브 기본형,현대,"2,370만원"
36서0773,16년02월(16년형),"44,283",가솔린,오토,15.4,경차,999,진주색,없음,없음,없음,20211106895,더 넥스트 스파크ECO LTZ ,한국GM,760만원
111라5568,17년02월(17년형),"116,607",가솔린,오토,9.9,대형,"2,999",검정색,없음,없음,없음,82,그랜저IG3.0 익스클루시브 스페셜,현대,"2,190만원"
74수1870,18년10월(19년형),"19,001",디젤,오토,정보없음,승합,"2,497",노랑색,없음,없음,없음,20201275782,더 뉴 그랜드 스타렉스어린이버스 15인승 ,현대,"2,409만원"
37어6886,17년09월(18년형),"72,106",가솔린,오토,12,준중형,"1,591",흰색,없음,없음,없음,2021095847,아반떼AD1.6 T-GDi 스포츠 익스트림 셀렉션 ,현대,"1,690만원"
49로6478,13년06월(13년형),"81,603",가솔린,오토,11.6,중형,"1,998",회색,없음,없음,없음,18,쉐보레 말리부2.0 LT 디럭스팩,한국GM,680만원
80나9884,15년06월(15년형),"59,431",디젤,오토,정보없음,트럭,0,흰색,정보없음,없음,1 건,2021051923,코란도 스포츠CX7 4WD 패션,쌍용,"1,530만원"
29무7037,03년01월(03년형),"95,172",가솔린,오토,정보없음,대형,"2,500",검정색,없음,없음,없음,20201108961,뉴그랜저XGR25 고급형,현대,270만원
278구8690,16년12월(17년형),"31,671",가솔린,오토,8.3,RV,"3,342",진주색,없음,없음,없음,201297358,올 뉴 카니발7인승 3.3 가솔린 하이리무진 프레지던트,기아,"3,450만원"
08소4023,06년08월(07년형),"178,193",LPG,오토,정보없음,중형,"1,998",흰색,없음,없음,없음,14190111103,NF쏘나타N20 LPG 럭셔리 고급형,현대,180만원
48모5728,13년08월(13년형),"133,670",가솔린,오토,9.4,대형,0,흰색,정보없음,없음,없음,2020117565,All New SM7LE35 ,르노삼성,580만원
29고2854,12년01월(12년형),"93,197",가솔린,오토,정보없음,대형,"3,598",검정색,없음,없음,없음,2021010024,뉴체어맨WCW700 4인승 리무진,쌍용,"1,550만원"
60서4582,09년04월(09년형),"166,258",가솔린,오토,정보없음,대형,"3,778",은색,없음,없음,없음,2021018012,제네시스BH380 ROYAL 기본형,현대,500만원
20마9045,14년06월(15년형),"115,870",가솔린,CVT,15,준중형,"1,598",은색,없음,없음,없음,2.02E+11,SM3 네오SE 기본형,르노삼성,530만원
21마0449,13년07월(13년형),"162,782",LPG,CVT,정보없음,중형,"1,998",흰색,없음,없음,없음,3001009152,뉴SM5 플래티넘LPLi 택시렌터카 최고급형 ,르노삼성,470만원
36더6299,05년02월(05년형),"180,090",가솔린,오토,정보없음,대형,"2,349",검정색,없음,없음,없음,3001000088,SM7LE 기본형,르노삼성,180만원
43로2028,14년11월(15년형),"96,318",디젤,오토,11.5,RV,"2,199",회색,없음,없음,없음,644562342,올 뉴 카니발9인승 2.2 디젤 노블레스,기아,"1,799만원"
29머0732,16년07월(16년형),"123,450",디젤,오토,12.9,SUV,"1,995",진주색,없음,없음,없음,3001009404,올 뉴쏘렌토디젤 2.0 2WD 노블레스,기아,"1,730만원"
50부7728,14년01월(14년형),"217,068",가솔린,오토,15,준중형,"1,598",검정색,없음,없음,없음,20211040828,뉴SM3SE ,르노삼성,210만원
26무2369,14년11월(15년형),"97,684",디젤,오토,14,대형,"2,199",회색,없음,없음,없음,20211110916,그랜저HGHG220 디젤 모던,현대,"1,200만원"
10오4016,15년01월(15년형),"63,159",디젤,오토,13.5,RV,"1,998",흰색,없음,없음,없음,202104003,쉐보레 올란도플레티넘패키지 ,한국GM,"1,140만원"
345로6710,16년10월(17년형),"111,269",가솔린,오토,정보없음,대형,"2,359",검정색,없음,없음,1 건,2021063994,그랜저HGHG240 모던,현대,"1,340만원"
359수3188,16년03월(16년형),"138,500",디젤,오토,13.8,대형,"2,199",검정,없음,없음,1 건,2021071895,그랜저HGHG220 디젤 프리미엄,현대,"1,430만원"
53너8643,11년04월(11년형),"134,235",가솔린,오토,정보없음,대형,"2,799",검정색,없음,없음,없음,2019011451,체어맨H500S 최고급형,쌍용,329만원
33라1977,18년11월(19년형),"54,525",디젤,오토,13.3,SUV,"1,597",청색,없음,없음,없음,202104008,티볼리 에어2WD RX ,쌍용,"1,630만원"
05주2434,17년01월(17년형),"72,782",디젤,오토,12.5,SUV,"2,199",초록색,없음,없음,없음,2021013311,더 뉴 맥스크루즈디젤(e-VGT)R2.2 2WD 파이니스트 에디션 6인승 ,현대,"2,630만원"
346노3429,17년08월(18년형),"63,463",가솔린,오토,9.9,대형,"2,999",검정색,없음,없음,없음,20211142505,그랜저IG3.0 익스클루시브 스페셜,현대,"2,270만원"
145루6752,18년02월(18년형),"45,017",가솔린,오토,8.9,대형,"3,342",검정색,없음,없음,없음,20211142490,G80(DH)3.3 GDI 프리미엄 럭셔리,제네시스,"3,540만원"
12버2021,08년03월(08년형),"219,300",가솔린,오토,정보없음,SUV,"3,778",회색,없음,없음,없음,1041001295,베라크루즈가솔린 4WD 300VXL 프리미엄,현대,890만원
27마8502,13년05월(13년형),"127,968",디젤,오토,13.4,SUV,0,흰색,정보없음,없음,없음,2021017177,스포티지 R2WD 디젤 TLX 최고급형,기아,950만원
27보3974,14년10월(14년형),"32,217",가솔린,오토,16.8,경차,0,흰색,정보없음,없음,없음,2021017768,쉐보레 스파크LT 기본형,한국GM,570만원
06나4407,06년03월(06년형),"171,214",LPG,오토,정보없음,대형,"2,656",은색,없음,없음,없음,2021036020,그랜저TGLPI Q270 장애인용,현대,280만원
342서6698,18년03월(18년형),"80,276",가솔린,오토,11,대형,"2,359",검정색,없음,없음,없음,20211154188,그랜저IG2.4 프리미엄 스페셜,현대,"2,090만원"
259오7817,17년03월(17년형),"47,155",디젤,오토,15,SUV,"1,685",체리흑색,없음,없음,없음,6733103063,스포티지 4세대디젤 1.7 2WD 트렌디 ,기아,"1,650만원"
68버7723,11년11월(12년형),"77,498",가솔린,수동,정보없음,경차,998,갈대색,없음,없음,없음,1111,쉐보레 스파크LT 기본형,한국GM,350만원
48도1862,18년08월(18년형),"27,957",가솔린,오토,정보없음,경차,0,흰색,정보없음,없음,1 건,211156053,올 뉴 모닝(JA)럭셔리 ,기아,950만원
57부1845,09년05월(09년형),"209,116",가솔린,오토,정보없음,대형,"3,778",검정색,없음,없음,없음,20201287032,제네시스BH380 ROYAL VIP팩,현대,670만원
09무0381,16년05월(16년형),"60,083",가솔린,오토,15.2,경차,999,회색,없음,없음,없음,20201275755,더 넥스트 스파크LT Plus ,한국GM,599만원
145가7407,18년09월(19년형),"73,849",디젤,오토,11.4,RV,"2,199",흰색,없음,없음,없음,20211052991,더 뉴 카니발9인승 2.2 디젤 럭셔리,기아,"1,970만원"
389오6262,19년12월(19년형),"24,223",하이브리드(가솔린),오토,정보없음,대형,"2,359",검정색,없음,없음,없음,2121003358,그랜저IG 하이브리드익스클루시브 스페셜,현대,"3,180만원"
23부5022,18년04월(18년형),"97,049",하이브리드(가솔린),오토,16.2,대형,"2,359",검정색,없음,없음,없음,5400002935,그랜저IG 하이브리드익스클루시브 스페셜,현대,"2,530만원"
255수9635,21년01월(21년형),"7,177",하이브리드(가솔린),오토,정보없음,중형,"1,999",회색,없음,없음,없음,2221015411,K5 하이브리드 3세대2.0 HEV 노블레스,기아,"2,990만원"
64가0326,15년09월(16년형),"30,727",가솔린,오토,15.2,경차,999,빨강색,없음,없음,없음,20211098526,더 넥스트 스파크LT Plus ,한국GM,710만원
167구1528,18년03월(18년형),"90,000",가솔린,오토,10.1,대형,"2,999",검정,없음,없음,없음,2021092030,그랜저IG3.0 익스클루시브 기본형,현대,"2,120만원"
12오5051,14년06월(15년형),"138,168",디젤,오토,정보없음,SUV,"1,995",흰색,없음,없음,없음,20211045736,싼타페 DMR2.0 4WD PREMIUM ,현대,"1,429만원"
33노2904,16년02월(16년형),"36,010",가솔린,오토,15.2,경차,999,회색,없음,없음,없음,20201142587,더 넥스트 스파크LT Plus ,한국GM,729만원
184보7054,14년04월(15년형),"63,800",가솔린,오토,8.8,대형,"3,300",어반그레이,정보없음,없음,없음,2021022860,제네시스DHG330 프리미엄 AWD ,현대,"2,390만원"
78우9739,19년03월(19년형),"15,585",디젤,오토,정보없음,승합,"2,497",노랑색,없음,없음,없음,20211021525,더 뉴 그랜드 스타렉스어린이보호차 12인승 ,현대,"1,890만원"
30노2493,12년02월(12년형),"163,585",가솔린,오토,13.5,경차,998,검정색,없음,없음,없음,20211173731,레이1.0 가솔린 프레스티지,기아,679만원
70라5148,08년02월(08년형),"139,410",디젤,오토,정보없음,승합,"2,497",흰색,없음,없음,없음,342532213,그랜드스타렉스12인승 왜건 CVX 밸류,현대,550만원
17우9429,18년04월(19년형),"77,893",가솔린,CVT,정보없음,준중형,"1,598",진주색,없음,없음,없음,20211181275,올 뉴 K31.6 가솔린 프레스티지,기아,"1,400만원"
75저9201,14년11월(15년형),"128,608",디젤,오토,정보없음,승합,"2,497",노랑색,없음,없음,없음,20211167974,그랜드스타렉스15인승 어린이버스 4WD 럭셔리,현대,"1,210만원"
09나2062,18년03월(18년형),"79,628",디젤,오토,정보없음,SUV,"1,461",회색,없음,없음,없음,14,New QM3RE 기본형,르노삼성,"1,290만원"
87머3145,17년05월(18년형),"17,683",디젤,오토,정보없음,트럭,"2,497",흰색,없음,없음,없음,2021013427,포터2초장축 더블캡 CRDi Smart,현대,"1,650만원"
59버8423,14년03월(14년형),"133,989",디젤,오토,11.9,SUV,"2,199",검정색,없음,없음,없음,2021021421,맥스크루즈디젤(e-VGT)2.2 2WD 익스클루시브 7인승 기본형,현대,"1,380만원"
26로1239,09년07월(09년형),"94,590",가솔린,오토,정보없음,준중형,"1,591",은색,없음,없음,없음,2121101129,아반떼HD1.6 VVT S16 LUXURY,현대,420만원
78가9065,09년04월(09년형),"125,000",디젤,오토,정보없음,승합,"2,497",회색,없음,없음,없음,4292806,그랜드스타렉스12인승 왜건 CVX 프리미엄,현대,660만원
72무3315,08년10월(08년형),"67,670",디젤,수동,정보없음,버스,"3,933",진주색,없음,없음,없음,2020035904,e-카운티롱바디 SUP 25인승 (자가용) ,현대,"1,499만원"
43저8254,16년08월(17년형),"70,542",디젤,오토,10.9,RV,"2,199",검정,없음,없음,없음,2021010997,올 뉴 카니발9인승 2.2 디젤 노블레스,기아,"2,180만원"
344버9302,17년02월(17년형),"116,436",가솔린,오토,9.1,대형,"3,342",검정,없음,없음,1 건,2021037435,G80(DH)3.3 GDI AWD 럭셔리,제네시스,"2,450만원"
08부2005,19년04월(19년형),"40,388",디젤,오토,13.5,SUV,"1,995",검정색,없음,없음,없음,20211081860,싼타페 TM디젤 2.0 2WD 프레스티지,현대,"2,850만원"
192루4397,15년04월(15년형),"86,756",LPG,오토,정보없음,대형,"2,999",검정,없음,없음,1 건,2021052820,그랜저HGLPG HG300 모던,현대,"1,370만원"
03라7053,17년02월(17년형),"25,633",가솔린,오토,14.3,경차,999,흰색,없음,없음,없음,2021011780,더 넥스트 스파크그래피티 에디션 ,한국GM,790만원
57너6581,18년11월(19년형),"33,624",디젤,오토,정보없음,대형,"2,199",파랑색,없음,없음,없음,20210410,G80(DH)2.2D 럭셔리,제네시스,"3,850만원"
346노3453,16년12월(17년형),"117,121",디젤,오토,10.3,RV,"2,199",검정색,없음,없음,없음,211135262,올 뉴 카니발9인승 2.2 디젤 럭셔리,기아,"1,530만원"
362우6153,18년03월(19년형),"63,398",가솔린,오토,12.3,중형,"1,997",검정,없음,없음,1 건,2021079762,SM62.0 GDe SE ,르노삼성,"1,420만원"
49노7887,08년06월(08년형),"181,084",디젤,오토,13.1,SUV,"2,188",진주,없음,없음,없음,2021081660,싼타페 CM2WD(2.2 VGT) 스타일팩 디럭스,현대,420만원
57두0231,12년07월(12년형),"199,395",가솔린,오토,8.9,대형,"3,778",검정,없음,없음,없음,2020076869,에쿠스(신형)VS380 프레스티지 VVIP PACK,현대,"1,520만원"
59주9409,07년06월(07년형),"143,199",가솔린,오토,정보없음,대형,"3,342",흰색,없음,없음,없음,20211149663,뉴오피러스GH330 프리미엄,기아,499만원
116모1631,21년01월(21년형),"5,062",가솔린,오토,정보없음,중형,"3,342",빨강색,없음,없음,없음,20210428,스팅어 마이스터3.3 가솔린 터보 4WD 마스터즈,기아,"4,990만원"
83너6468,16년03월(16년형),"109,173",디젤,오토,정보없음,트럭,"2,497",흰색,없음,없음,없음,20210429,포터2초장축 더블캡 CRDi GOLD 기본형,현대,"1,250만원"
31저8061,11년06월(12년형),"102,448",디젤,오토,정보없음,RV,"1,998",연금색,없음,없음,없음,20210429,쉐보레 올란도LT 프리미엄,한국GM,690만원
32보0889,16년04월(16년형),"59,263",가솔린,오토,10.4,대형,"2,999",검정색,없음,없음,없음,20211142083,그랜저HGHG300 프리미엄,현대,"1,550만원"
136로1902,17년03월(17년형),"70,389",가솔린,오토,16,경차,999,진주,없음,없음,1 건,2021088634,올 뉴 모닝(JA)디럭스 ,기아,610만원
85거0432,20년04월(20년형),"1,914",LPG,수동,정보없음,트럭,"2,359",흰색,없음,없음,없음,20211146282,더 뉴 봉고3LPI 냉동탑차 1톤 표준형 킹캡 초장축 GL,기아,"2,120만원"
28조1386,17년03월(17년형),"68,341",LPG,오토,8.6,대형,"2,000",회색,없음,없음,없음,211149220,ALL New SM7 노바2.0 LPe 장애인용 ,르노삼성,"1,550만원"
70두5230,15년11월(16년형),"109,154",디젤,오토,정보없음,승합,"2,497",흰색,없음,없음,없음,20211132303,그랜드스타렉스12인승 왜건 CVX 스마트,현대,"1,099만원"
28구6842,08년09월(09년형),"174,178",가솔린,오토,정보없음,대형,"3,342",은색,없음,없음,없음,20201263637,뉴오피러스GH330 고급형 럭셔리,기아,350만원
51노0630,16년02월(16년형),"59,520",가솔린,오토,15.4,경차,999,파랑색,없음,없음,없음,20201194313,더 넥스트 스파크ECO LTZ ,한국GM,689만원
72모7021,10년01월(10년형),"127,606",디젤,오토,정보없음,RV,"2,199",흰색,없음,없음,없음,20201404048,카니발 R그랜드카니발 GLX R 스페셜,기아,680만원
13도2556,13년11월(14년형),"153,389",디젤,오토,14.4,SUV,"1,995",검정색,없음,없음,없음,2021011449,싼타페 DMR2.0 2WD PREMIUM 기본형,현대,"1,230만원"
83두0642,17년01월(17년형),"115,442",디젤,오토,정보없음,승합,"2,497",흰색,없음,없음,없음,86,그랜드스타렉스5인승 밴 CVX 스마트,현대,"1,580만원"
191머5088,16년12월(17년형),"97,500",가솔린,오토,10.1,대형,"3,000",검정색,정보없음,없음,없음,2021023163,그랜저IG3.0 익스클루시브 기본형,현대,"2,080만원"
07주0933,15년11월(16년형),"46,001",디젤,오토,18.4,준중형,"1,600",흰색,없음,없음,없음,211154321,아반떼AD1.6 e-VGT 스마트 스페셜 ,현대,"1,290만원"
27루6356,18년01월(18년형),"26,910",가솔린,오토,정보없음,준중형,"1,591",검정색,없음,없음,없음,6733102989,더 뉴 K31.6 가솔린 트렌디 스타일,기아,"1,320만원"
02러4974,19년01월(19년형),"52,280",가솔린,오토,정보없음,대형,"2,359",흰색,없음,없음,없음,20201304992,그랜저IG2.4 프리미엄 스페셜,현대,"2,699만원"
43라5507,18년02월(19년형),"54,244",가솔린,CVT,정보없음,준중형,"1,598",빨강색,없음,없음,없음,20211160664,올 뉴 K31.6 가솔린 노블레스,기아,"1,650만원"
07러4727,17년12월(18년형),"93,360",디젤,오토,정보없음,SUV,0,회색,정보없음,없음,없음,211168189,더 뉴 쏘렌토2.2 디젤 2WD 노블레스,기아,"2,350만원"
20소1147,15년07월(16년형),"151,596",디젤,오토,11.2,RV,"2,199",검정색,없음,없음,없음,20211116918,올 뉴 카니발9인승 2.2 디젤 노블레스,기아,"1,599만원"
276러5231,18년05월(18년형),"100,775",디젤,오토,14.2,SUV,"1,597",검정,없음,없음,1 건,2021090971,티볼리 아머1.6 디젤 VX 2WD ,쌍용,"1,220만원"
43소0898,16년03월(17년형),"51,218",디젤,오토,9.8,SUV,"2,959",검정색,없음,없음,없음,211163547,더 뉴 모하비4WD 프레지던트 7인승 ,기아,"2,990만원"
16고9979,16년12월(16년형),"115,702",LPG,CVT,정보없음,중형,"1,998",회색,없음,없음,없음,20201438587,SM62.0 LPe 장애인용 SE ,르노삼성,990만원
13마4501,14년06월(15년형),"82,251",디젤,오토,정보없음,SUV,"1,995",회색,없음,없음,없음,20201359034,싼타페 DMR2.0 2WD PREMIUM 기본형,현대,"1,530만원"
69수4487,11년06월(11년형),"150,757",가솔린,오토,정보없음,중형,0,흰색,정보없음,없음,없음,2021054195,뉴SM5(신형)LE Exclusive ,르노삼성,420만원
18오3343,08년02월(08년형),"192,965",디젤,오토,정보없음,SUV,"1,991",은색,없음,없음,없음,2021096549,싼타페 CM2WD(2.0 VGT) CLX 고급형,현대,390만원
310모3861,16년07월(17년형),"137,566",가솔린,오토,13.7,준중형,"1,591",흰색,없음,없음,없음,20211168009,아반떼AD1.6 GDi 스타일 ,현대,900만원
08마8167,06년08월(06년형),"56,772",가솔린,오토,정보없음,중형,"2,000",은색,없음,없음,없음,211173058,뉴SM5PE ,르노삼성,290만원
145러4653,18년10월(19년형),"54,193",디젤,오토,14.4,SUV,"1,991",은색,없음,없음,1 건,2021100793,스포티지 더 볼드2.0 디젤 2WD 럭셔리,기아,"1,870만원"
145러4658,18년11월(19년형),"102,108",가솔린,오토,15.2,준중형,"1,591",흰색,없음,없음,1 건,2021100792,더 뉴 아반떼 ADSmartstream G1.6 스마트,현대,"1,420만원"
229조1868,20년05월(21년형),"13,139",기타,오토,정보없음,중형,"1,999",흰색,정보없음,없음,없음,211172683,쏘나타 뉴 라이즈2.0 프리미엄 스페셜,현대,"2,900만원"
157더4123,20년04월(20년형),"16,909",LPG,오토,9.8,중형,"1,999",검정색,없음,없음,없음,211180202,K5 3세대2.0 LPI 시그니처,기아,"2,990만원"
77마6979,14년08월(15년형),"99,714",디젤,오토,정보없음,RV,"2,199",회색,없음,없음,없음,20211017190,올 뉴 카니발11인승 2.2 디젤 노블레스,기아,"1,700만원"
88노4233,13년02월(13년형),"262,557",디젤,수동,정보없음,트럭,"2,497",흰색,없음,없음,없음,4293859,포터2초장축 일반캡 냉동탑차 PLUS 싱글컴프,현대,599만원
59모2599,11년05월(11년형),"112,252",가솔린,오토,정보없음,중형,"1,990",검정색,없음,없음,없음,2020069628,뉴SM5(신형)LE ,르노삼성,450만원
168로6889,16년10월(17년형),"124,707",디젤,오토,10.9,RV,"2,199",흰색,없음,없음,없음,2020193677,올 뉴 카니발9인승 2.2 디젤 프레스티지,기아,"1,690만원"
338마4906,17년03월(17년형),"115,158",디젤,오토,10.3,RV,"2,199",진주,없음,없음,없음,2020215390,올 뉴 카니발9인승 2.2 디젤 럭셔리,기아,"1,555만원"
71도5605,18년02월(18년형),"57,835",디젤,오토,정보없음,승합,"2,497",회색,없음,없음,없음,20201357971,더 뉴 그랜드 스타렉스웨건 11인승 모던,현대,"1,950만원"
53우5883,09년06월(09년형),"129,052",LPG,오토,정보없음,대형,"2,700",검정색,없음,없음,없음,201385461,그랜저 뉴 럭셔리Q270 LPi 장애인용,현대,390만원
18라3547,13년07월(13년형),"115,703",가솔린,오토,10.8,대형,"2,384",검정색,없음,없음,없음,20201270644,알페온EL240 디럭스,한국GM,590만원
70우7146,13년06월(13년형),"102,297",디젤,오토,정보없음,RV,"2,199",흰색,없음,없음,없음,2020049626,그랜드카니발GLX 최고급형,기아,950만원
47서2845,18년06월(18년형),"24,544",디젤,오토,13.3,SUV,"1,597",흰색,없음,없음,없음,20201436141,티볼리 에어2WD IX 플러스 패키지 ,쌍용,"1,510만원"
69서4779,17년01월(17년형),"56,385",가솔린,오토,7.9,RV,"3,342",검정색,없음,없음,없음,2.02E+11,올 뉴 카니발7인승 3.3 가솔린 리무진 프레지던트,기아,"2,650만원"
326서9040,17년10월(18년형),"88,392",디젤,오토,정보없음,RV,"2,199",다크그레이,없음,없음,1 건,2021012061,올 뉴 카니발9인승 2.2 디젤 럭셔리,기아,"1,680만원"
16나4946,12년10월(13년형),"63,329",가솔린,오토,정보없음,경차,"1,000",회색,없음,없음,없음,211026781,all new 모닝럭셔리 ,기아,490만원
38고4386,14년08월(14년형),"142,863",디젤,오토,12,SUV,"1,998",흰색,없음,없음,없음,15,쉐보레 캡티바2WD LT 프리미엄 ,한국GM,790만원
41더6760,14년11월(15년형),"54,530",가솔린,오토,10.2,대형,"2,495",흰색,없음,없음,없음,202102001,ALL New SM7 노바LE 기본형,르노삼성,"1,160만원"
73저5290,11년03월(11년형),"172,468",디젤,오토,정보없음,RV,"2,199",흰색,없음,없음,없음,2021002507,카니발 R그랜드카니발 GLX 기본형,기아,560만원
162도2450,18년02월(18년형),"123,916",LPG,오토,9.5,중형,"1,991",진주,없음,없음,1 건,2021027926,쏘나타 뉴 라이즈2.0 LPi 렌터카 스타일,현대,"1,160만원"
55로5253,06년08월(06년형),"136,466",가솔린,오토,정보없음,중형,"1,998",검정색,없음,없음,없음,2021002739,뉴SM5LE ,르노삼성,209만원
344버9319,17년05월(18년형),"70,564",LPG,오토,9.5,중형,"1,998",진주,없음,없음,1 건,2021031815,쏘나타 뉴 라이즈2.0 LPi 렌터카 스타일,현대,"1,320만원"
53모0485,16년02월(16년형),"155,495",디젤,오토,11.2,RV,"2,199",검정색,없음,없음,없음,20211056981,올 뉴 카니발7인승 2.2 디젤 리무진 프레지던트,기아,"1,590만원"
04버1112,17년03월(17년형),"39,248",가솔린,오토,정보없음,준중형,"1,598",파랑색,없음,없음,없음,20210524,SM3 네오PE ,르노삼성,770만원
38모3069,08년05월(08년형),"254,507",디젤,오토,정보없음,RV,"2,902",검정색,없음,없음,없음,20211056986,그랜드카니발하이리무진 L290 7인승 고급형,기아,670만원
79너1815,14년05월(15년형),"49,725",디젤,오토,정보없음,승합,"2,497",회색,없음,없음,없음,20210520,그랜드스타렉스12인승 왜건 CVX 럭셔리,현대,"1,380만원"
13로4410,18년10월(18년형),"81,055",가솔린,수동,정보없음,경차,998,검정색,없음,없음,없음,2021021602,올 뉴 모닝(JA)프레스티지 ,기아,770만원
23서8116,18년02월(18년형),"88,593",가솔린,오토,10.4,중형,"1,998",흰색,없음,없음,없음,20211074796,G702.0T AWD Sport Package,제네시스,"2,890만원"
54너7881,12년11월(13년형),"124,276",LPG,오토,정보없음,중형,"1,998",회색,없음,없음,없음,1051501329,뉴SM5 플래티넘LPLi LE 기본형,르노삼성,490만원
178무7966,17년02월(17년형),"25,372",가솔린,오토,10,대형,"3,342",쥐색,없음,없음,없음,594591,올 뉴 K73.3 GDi 리미티드 플러스 ,기아,"2,390만원"
64모1467,12년03월(12년형),"140,432",가솔린,오토,정보없음,대형,"3,199",검정색,없음,없음,없음,20210310,뉴체어맨WCW600 프레스티지,쌍용,850만원
43조0460,16년03월(16년형),"51,445",디젤,오토,12.5,SUV,"2,157",회색,없음,없음,없음,202103006,뉴코란도 C2.2 Extreme AWD ,쌍용,"1,250만원"
34마8000,18년03월(18년형),"53,071",가솔린,오토,10.1,대형,"2,999",다크그레이,없음,없음,없음,20201358064,그랜저IG3.0 익스클루시브 기본형,현대,"2,330만원"
61더2469,17년04월(17년형),"50,811",가솔린,오토,13,준중형,"1,353",파랑색,없음,없음,없음,202103014,i30 (PD)1.4 터보 모던,현대,"1,530만원"
192루4307,17년03월(17년형),"95,571",가솔린,오토,정보없음,경차,998,다크그레이,없음,없음,1 건,2021052824,레이밴2인승밴 고급형,기아,620만원
19로5897,10년11월(11년형),"85,000",가솔린,오토,정보없음,대형,"3,598",검정,없음,없음,없음,2021045574,체어맨WCW700 4TRONIC Prestige,쌍용,"1,070만원"
53보3487,17년03월(17년형),"87,301",가솔린,오토,8.9,대형,"3,342",검정색,없음,없음,없음,20211106562,G80(DH)3.3 GDI AWD 프리미엄 럭셔리,제네시스,"3,350만원"
340소6571,18년03월(18년형),"75,347",디젤,오토,13.8,SUV,"1,995",회색,없음,없음,없음,2021032902,더 뉴 쏘렌토2.0 디젤 4WD 프레스티지,기아,"2,130만원"
