차량번호,연식,주행거리,연료,변속기,연비,차종,배기량,색상,세금미납,압류,저당,제시번호,차량모델,제조사,가격
245오9435,17년02월(17년형),"71,129",가솔린,오토,16,경차,998,회색,없음,없음,없음,48,올 뉴 모닝(JA)럭셔리 ,기아,790만원
243우9312,19년11월(19년형),"29,000",,오토,11.4,준중형,0,검정,없음,없음,없음,2021086309,i30 (PD)1.6 터보 N Line,현대,"2,360만원"
55무4164,14년07월(15년형),"284,236",디젤,오토,11.5,RV,"2,199",회색,없음,없음,없음,2103301556,올 뉴 카니발9인승 2.2 디젤 노블레스,기아,"1,228만원"
359수3169,17년12월(18년형),"87,833",가솔린,오토,정보없음,경차,998,흰색,없음,없음,없음,49,올 뉴 모닝(JA)럭셔리 ,기아,790만원
148로1981,20년04월(20년형),"9,000",가솔린,오토,14.7,경차,998,밀키베이지,없음,없음,없음,8459348,올 뉴 모닝(JA)프레스티지 ,기아,"1,119만원"
131너7027,18년03월(18년형),"42,957",가솔린,오토,13.1,준중형,"1,591",쥐색,없음,없음,없음,601925,아반떼AD1.6 GDi Value Plus ,현대,"1,380만원"
52소1142,07년06월(07년형),"56,994",가솔린,오토,정보없음,스포츠카,"2,000",검정색,없음,없음,없음,211157753,뉴투스카니2.0 GTS 기본형 ,현대,290만원
17나0540,16년06월(16년형),"149,061",하이브리드(가솔린),오토,17,중형,"1,999",진주색,없음,없음,없음,2021034607,K5 하이브리드 2세대2.0 노블레스 스페셜 ,기아,"1,299만원"
41누2027,10년02월(10년형),"202,863",LPG,오토,정보없음,대형,0,검정,없음,없음,없음,2021076864,더 럭셔리 그랜저Q270 LPI 모범형,현대,330만원
25더9867,14년11월(15년형),"126,207",LPG,오토,정보없음,중형,0,검정색,정보없음,없음,없음,211152114,더 뉴 K5LPI 럭셔리 경제형,기아,730만원
359수3123,17년03월(17년형),"49,591",디젤,오토,13.8,SUV,"1,597",회색,없음,없음,없음,50,티볼리 에어4WD RX 플러스 패키지 ,쌍용,"1,530만원"
29도0798,13년06월(14년형),"86,841",가솔린,오토,11.3,대형,"2,359",검정색,없음,없음,없음,2021064205,그랜저HGHG240 모던,현대,"1,050만원"
45마2208,09년08월(10년형),"150,000",디젤,오토,정보없음,SUV,"1,991",흰색,없음,없음,없음,2021079852,싼타페 CM2WD(2.0 e-VGT) MLX 프리미어,현대,620만원
74루1727,12년03월(12년형),"141,633",디젤,오토,정보없음,승합,"2,400",흰색,없음,없음,없음,52,그랜드스타렉스11인승 왜건 HVX VIP PACK,현대,930만원
38오0720,16년05월(16년형),"141,100",가솔린,오토,정보없음,중형,0,은색,정보없음,없음,없음,211152036,SM62.0 GDe LE 기본형,르노삼성,"1,030만원"
32로5438,11년10월(12년형),"294,000",가솔린,오토,8.9,대형,0,검정색,정보없음,없음,없음,7940,에쿠스(신형)VS380 프레스티지,현대,790만원
257무8680,19년01월(19년형),"29,269",하이브리드(가솔린),오토,정보없음,대형,"2,359",은색,없음,없음,없음,1041002530,올 뉴 K7 하이브리드노블레스 스페셜,기아,"3,150만원"
17구2260,14년01월(14년형),"124,795",가솔린,오토,10.4,대형,"2,998",검정색,없음,없음,없음,211154746,그랜저HGHG300 프라임,현대,"1,160만원"
359수3143,16년04월(16년형),"132,378",LPG,오토,정보없음,대형,"2,999",검정색,없음,없음,없음,50,그랜저HGLPG HG300 모던,현대,"1,230만원"
51너5632,18년02월(18년형),"37,053",가솔린,오토,7.8,대형,"3,342",검정색,없음,없음,없음,72-00-009346,EQ9003.3 T-GDI AWD 프레스티지,제네시스,"6,169만원"
41루4828,19년07월(19년형),"25,672",가솔린,오토,10.4,중형,"1,998",검정색,없음,없음,없음,70-21-005023,스팅어2.0 터보 2WD 플래티넘,기아,"3,450만원"
48너2563,13년04월(13년형),"144,146",가솔린,오토,11.3,대형,0,흰색,정보없음,없음,없음,211138414,더 뉴 K72.4 GDI 프레스티지 스페셜 ,기아,"1,039만원"
96나0597,17년06월(18년형),"153,780",디젤,수동,정보없음,트럭,"2,607",흰색,없음,없음,없음,1041002062,포터2초장축 슈퍼캡 냉동탑차 PLUS 트윈컴프,현대,"1,159만원"
58머4981,14년10월(15년형),"188,388",가솔린,오토,12.2,SUV,"1,362",흰색,없음,없음,1 건,1041001622,쉐보레 트랙스1.4 LTZ ,한국GM,690만원
34모6759,11년09월(12년형),"98,000",가솔린,오토,정보없음,경차,995,은색,없음,없음,1 건,1041001316,쉐보레 스파크LS 스타,한국GM,380만원
65버0811,16년01월(16년형),"154,792",가솔린,오토,정보없음,경차,998,흰색,없음,없음,없음,1041001061,레이밴2인승밴 고급형,기아,530만원
47루5149,14년12월(15년형),"205,194",디젤,오토,14,대형,"2,199",흰색,없음,없음,없음,20211158566,그랜저HGHG220 디젤 모던,현대,930만원
12우0912,15년12월(16년형),"123,658",가솔린,오토,13.7,준중형,"1,591",회색,없음,없음,없음,72-00-009667,아반떼AD1.6 GDi 스마트 ,현대,980만원
28로6530,09년06월(09년형),"156,220",디젤,오토,정보없음,SUV,"1,991",회색,없음,없음,없음,20211004219,투싼2.0 VGT 디젤 2WD MX 고급형,현대,370만원
34로9220,14년04월(14년형),"73,000",가솔린,오토,14.1,소형,"1,368",검정,없음,없음,없음,2.02E+11,엑센트(신형)1.4 VVT 모던,현대,685만원
50서9263,09년07월(10년형),"82,579",가솔린,오토,정보없음,준중형,"1,591",청색,없음,없음,없음,20211003906,i301.6 VVT Luxury,현대,460만원
81수8658,16년05월(17년형),"50,573",디젤,수동,정보없음,트럭,"2,497",흰색,없음,없음,없음,2.02E+11,포터2초장축 더블캡 CRDi SUP 기본형,현대,"1,290만원"
43보3445,13년10월(14년형),"153,083",디젤,오토,10.7,SUV,"2,959",검정색,없음,없음,없음,2107102641,베라크루즈4WD 300VXL PREMIUM,현대,"1,350만원"
02오6928,18년06월(18년형),"26,568",가솔린,오토,13.1,준중형,"1,353",다크그레이,없음,없음,없음,202012000,벨로스터(JS)1.4 T-GDi 모던 코어,현대,"1,639만원"
32너1945,12년08월(12년형),"119,370",가솔린,오토,정보없음,경차,999,회색,없음,없음,없음,20211004152,쉐보레 스파크스트라이프 에디션 기본형,한국GM,380만원
67서0726,16년03월(16년형),"97,269",가솔린,오토,14.1,준중형,"1,591",흰색,없음,없음,없음,20211152722 / 2021-04-27,더 뉴 K31.6 가솔린 트렌디 기본형,기아,"1,070만원"
15부6796,12년01월(12년형),"174,565",가솔린,오토,9.6,대형,"3,342",흰색,정보없음,없음,없음,211156974,제네시스BH330 LUXURY VIP팩,현대,"1,200만원"
24러3433,11년10월(12년형),"149,985",가솔린,오토,정보없음,중형,"1,998",검정색,없음,없음,없음,5,YF쏘나타F20 터보 GDI 최고급형,현대,560만원
282서5023,18년01월(18년형),"79,276",가솔린,오토,정보없음,경차,998,흰색,없음,없음,없음,20211154609,더 뉴 레이 밴1.0 가솔린 밴 기본형,기아,780만원
38소3910,19년01월(18년형),"53,189",기타,오토,19.5,SUV,0,파랑색,정보없음,없음,없음,2021049158,니로1.6 노블레스 ,기아,"2,190만원"
228서8228,20년07월(21년형),"6,055",가솔린,오토,정보없음,준중형,"1,998",파랑색,없음,없음,없음,211167860,벨로스터 N2.0 T-GDi ,현대,"3,450만원"
89저2445,11년07월(12년형),"144,000",디젤,수동,정보없음,트럭,"2,497",흰색,없음,없음,없음,2021037171,포터2초장축 슈퍼캡 CRDi DLX 기본형,현대,680만원
150허7617,19년11월(20년형),"33,833",가솔린,오토,11.6,대형,"2,497",검정색,없음,없음,없음,20211096621,K7 프리미어2.5 GDi 노블레스,기아,"3,240만원"
74수8263,11년02월(11년형),"127,922",디젤,오토,정보없음,RV,"2,199",흰색,없음,없음,없음,2105000860,카니발 R그랜드카니발 GLX R 스페셜,기아,780만원
59너8135,02년08월(02년형),"73,947",가솔린,오토,정보없음,대형,"2,493",흰색,없음,없음,없음,20211126684,뉴그랜저XGS25 고급형,현대,310만원
148마8388,16년09월(16년형),"98,362",가솔린,오토,8.2,대형,"3,778",검정색,없음,없음,없음,20211148662,EQ9003.8 GDI 럭셔리,제네시스,"3,290만원"
258조4234,11년10월(12년형),"133,783",가솔린,오토,10.4,대형,"3,000",흰색,정보없음,없음,1 건,211120842,그랜저HGHG300 노블,현대,980만원
91우8574,17년12월(18년형),"18,839",LPG,수동,정보없음,승합,796,흰색,없음,없음,없음,2021019280,뉴 다마스 밴2인승 판넬밴 DLX ,한국GM,580만원
96더4069,11년11월(12년형),"122,000",디젤,수동,정보없음,트럭,"2,902",흰색,없음,없음,없음,2021036412,봉고31톤 초장축 킹캡 CRDi ,기아,670만원
230너3502,19년04월(19년형),"65,989",가솔린,오토,정보없음,대형,0,검정색,정보없음,없음,없음,20210504,올 뉴 K72.4 GDi 리미티드 ,기아,"2,150만원"
43더3783,11년09월(12년형),"141,647",가솔린,오토,정보없음,준중형,0,흰색,정보없음,없음,없음,211154106,쉐보레 크루즈1.6 LTZ+ 더 퍼펙트 블랙,한국GM,390만원
27소8304,07년08월(07년형),"222,472",디젤,오토,정보없음,SUV,"2,959",회색,없음,없음,없음,2021091833,베라크루즈4WD 300VX LUXURY,현대,599만원
63도8298,17년05월(17년형),"67,000",가솔린,오토,정보없음,경차,999,베이지,없음,없음,1 건,1051000011,더 넥스트 스파크LTZ C-TECH ,한국GM,740만원
77라5518,13년07월(14년형),"87,207",디젤,오토,정보없음,승합,"2,500",회색,없음,없음,없음,20211006440,그랜드스타렉스11인승 왜건 HVX VIP PACK,현대,"1,350만원"
380가2458,16년06월(17년형),"33,117",가솔린,오토,14.1,소형,"1,368",은색,없음,없음,없음,48036,엑센트(신형)1.4 VVT 스타일,현대,680만원
21서0281,16년12월(16년형),"44,088",가솔린,오토,11.1,대형,0,회색,정보없음,없음,없음,211160962,올 뉴 K72.4 GDi 리미티드 ,기아,"2,020만원"
72구4447,17년09월(18년형),"45,000",디젤,오토,정보없음,승합,"2,497",회색,없음,없음,없음,2021035331,그랜드스타렉스12인승 ,현대,"1,070만원"
282나8545,17년04월(17년형),"100,000",디젤,오토,정보없음,SUV,"2,000",다크그레이,없음,없음,없음,2021027894,올 뉴쏘렌토디젤 2.0 2WD 프레스티지,기아,"1,630만원"
139버5488,17년03월(17년형),"137,000",디젤,오토,11.7,SUV,"1,995",회색,없음,없음,없음,2021035972,QM62.0 2WD LE 기본형,르노삼성,"1,330만원"
380라5357,18년04월(18년형),"127,000",디젤,오토,13.8,SUV,"1,995",회색,없음,없음,없음,2021039087,더 뉴 쏘렌토2.0 디젤 2WD 럭셔리,기아,"1,590만원"
140부4319,19년01월(19년형),"96,000",LPG,오토,9.3,중형,"1,998",회색,없음,없음,없음,20210415,SM62.0 LPe 텍시 PE ,르노삼성,"1,090만원"
58너1291,15년01월(15년형),"112,000",가솔린,오토,10.4,대형,"2,999",검정색,없음,없음,없음,2021039077,그랜저HGHG300 익스클루시브,현대,"1,090만원"
18도9137,10년10월(11년형),"109,000",가솔린,오토,정보없음,준중형,"1,591",회색,없음,없음,없음,2021037628,아반떼MDM16 GDi LUXURY ,현대,440만원
13어1782,10년05월(10년형),"121,000",가솔린,오토,정보없음,대형,"2,656",회색,없음,없음,없음,2021037629,K7VG270 디럭스,기아,450만원
07우0140,13년07월(14년형),"170,000",LPG,오토,정보없음,대형,"2,999",검정색,없음,없음,없음,2021038750,그랜저HGLPG HG300 모던,현대,790만원
64조9565,08년01월(08년형),"81,854",가솔린,오토,정보없음,경차,998,흰색,정보없음,없음,없음,20211167578,올뉴마티즈SE ,한국GM,140만원
88모1263,14년05월(15년형),"291,258",디젤,수동,정보없음,트럭,0,초록색,정보없음,없음,없음,211164384,포터2초장축 슈퍼캡 CRDi PLUS 기본형,현대,630만원
04구5109,17년07월(17년형),"11,786",가솔린,오토,정보없음,준중형,0,흰색,정보없음,없음,없음,2021019409,올 뉴 크루즈1.4 터보 LT 디럭스,한국GM,"1,200만원"
24라2314,13년02월(13년형),"217,846",가솔린,오토,8.9,대형,"3,778",검정색,없음,없음,없음,2021045934,에쿠스(신형)VS380 프레스티지,현대,"1,759만원"
386나1232,20년03월(20년형),"4,846",가솔린,오토,정보없음,중형,"1,591",흰색,없음,없음,없음,2021052454,쏘나타 (DN8)1.6 T 프리미엄,현대,"2,559만원"
95나1882,12년02월(12년형),"63,372",디젤,오토,정보없음,승합,"2,497",쥐색,없음,없음,없음,605579,그랜드스타렉스5인승 밴 CVX 프리미엄,현대,"1,370만원"
94라7049,07년03월(07년형),"209,472",디젤,오토,정보없음,트럭,"2,902",흰색,없음,없음,없음,20210506,봉고31톤 장축 더블캡 CRDi GX,기아,390만원
24머0305,16년08월(17년형),"103,068",디젤,오토,11.2,RV,0,검정색,정보없음,없음,없음,211163507,올 뉴 카니발7인승 2.2 디젤 리무진 VIP,기아,"2,090만원"
69어1471,11년09월(12년형),"116,779",가솔린,오토,정보없음,경차,"1,000",흰색,없음,없음,없음,2021093171,쉐보레 스파크LT 기본형,한국GM,360만원
12모8899,08년02월(08년형),"177,692",가솔린,오토,정보없음,대형,"3,342",회색,없음,없음,없음,2104102807,제네시스BH330 LUXURY 기본형,현대,499만원
19수9328,12년04월(12년형),"83,473",가솔린,오토,정보없음,경차,995,분홍색,없음,없음,없음,5,쉐보레 스파크LS 스타,한국GM,390만원
55루8923,19년01월(19년형),"22,466",디젤,오토,정보없음,SUV,"2,199",브라운,없음,없음,없음,1051000405,펠리세이드2.2 디젤 7인승 AWD 프레스티지,현대,"4,099만원"
30보3988,19년04월(19년형),"23,531",디젤,오토,10.5,SUV,"2,874",검정,없음,없음,없음,1051500454,G4 렉스턴2.2 2WD 유라시아 에디션,쌍용,"2,550만원"
83서1336,15년08월(16년형),"96,093",디젤,오토,정보없음,트럭,"2,607",흰색,없음,없음,없음,1051000184,포터2초장축 일반캡 CRDi Style,현대,"1,199만원"
230너3582,14년04월(15년형),"124,186",하이브리드(가솔린),오토,16,대형,"2,359",회색,없음,없음,없음,202012000,그랜저 하이브리드프리미엄 ,현대,"1,330만원"
91누1592,15년06월(15년형),"526,000",디젤,수동,정보없음,트럭,"3,933",파랑색,없음,없음,없음,202012000,올 뉴 마이티3.5톤 슈퍼캡 장축고상 골드 ,현대,"3,100만원"
81라0372,17년10월(18년형),"52,322",디젤,오토,정보없음,트럭,"2,157",검정색,없음,없음,없음,1421008508,더 뉴 코란도 스포츠2.2 익스트림 4WD ,쌍용,"1,750만원"
88조0338,19년10월(20년형),"17,021",디젤,오토,정보없음,트럭,"2,157",검정색,없음,없음,없음,211164740,렉스턴 스포츠2.2 4WD 노블레스,쌍용,"3,060만원"
19모8242,13년09월(13년형),"70,378",가솔린,CVT,13.9,경차,998,검정색,없음,없음,없음,211160111,레이1.0 가솔린 Turbo 프레스티지,기아,790만원
185가3490,19년10월(19년형),"40,677",가솔린,오토,정보없음,대형,"5,038",검정색,없음,없음,없음,211143171,G905.0 GDi AWD 프레스티지,제네시스,"8,230만원"
38러0279,16년11월(16년형),"36,103",가솔린,오토,12.3,중형,"1,997",쥐색,없음,없음,1 건,605554,SM62.0 GDe SE ,르노삼성,"1,300만원"
184보7084,17년03월(18년형),"123,123",LPG,오토,9.5,중형,"1,999",흰색,없음,없음,1 건,2021040597,쏘나타 뉴 라이즈2.0 LPi 렌터카 스타일,현대,"1,140만원"
231라4591,17년02월(17년형),"94,558",가솔린,오토,9.1,대형,"3,342",검정색,없음,없음,없음,20211132333,G80(DH)3.3 GDI AWD 럭셔리,제네시스,"2,629만원"
53머2417,13년05월(14년형),"154,617",디젤,오토,정보없음,준중형,"1,582",파랑색,없음,없음,없음,211145291,i30(신형)1.6 VGT PYL,현대,590만원
76마1129,11년05월(11년형),"153,822",디젤,오토,정보없음,RV,"2,199",진주색,없음,없음,없음,211140104,카니발 R그랜드카니발 GLX 고급형,기아,580만원
37다4151,17년03월(17년형),"100,269",디젤,오토,9.8,SUV,"3,000",검정색,없음,없음,없음,211147653,더 뉴 모하비4WD 프레지던트 7인승 ,기아,"2,480만원"
32우4960,15년11월(16년형),"136,628",가솔린,오토,8.8,대형,"3,342",검정색,없음,없음,없음,2021023835,제네시스DHG330 모던 AWD 기본형,현대,"1,850만원"
100나9367,20년05월(20년형),"30,169",가솔린,오토,9,중형,"3,342",흰색,없음,없음,없음,2021083096,G70 SPORT3.3T SPORT AWD Elite,제네시스,"4,030만원"
16무9485,12년02월(12년형),"146,117",하이브리드(가솔린),오토,12.1,대형,"2,400",흰색,없음,없음,없음,2021084882,알페온EL240H 디럭스,한국GM,620만원
42호8351,19년08월(19년형),"10,000",가솔린,오토,14.1,SUV,"1,999",진주색,없음,없음,없음,20210427,스포티지 더 볼드2.0 가솔린 2WD 프레스티지,기아,"2,280만원"
62주0406,16년09월(17년형),"46,931",가솔린,오토,정보없음,중형,"1,999",검정색,없음,없음,없음,211149884,LF쏘나타2.0 스마트 스페셜,현대,"1,600만원"
227오2919,17년03월(17년형),"118,668",디젤,오토,15,SUV,"1,685",검정색,없음,없음,없음,2021042722,스포티지 4세대디젤 1.7 2WD 트렌디 ,기아,"1,320만원"
168거5079,18년10월(19년형),"48,429",디젤,오토,12.3,SUV,"1,362",밤색,없음,없음,없음,2021083094,더 뉴 트랙스1.4 LS 디럭스,한국GM,"1,190만원"
31너1518,19년02월(19년형),"24,411",디젤,오토,14.1,SUV,"1,995",검정색,없음,없음,없음,211145434,스포티지 더 볼드2.0 디젤 2WD 프레스티지,기아,"2,170만원"
10가3646,07년04월(07년형),"233,813",디젤,오토,정보없음,SUV,"2,188",흰색,없음,없음,없음,211139352,싼타페 CM4WD MLX 고급형,현대,440만원
170다3336,18년04월(18년형),"52,517",LPG,오토,정보없음,대형,"2,999",은색,없음,없음,없음,2021044067,올 뉴 K73.0 LPI 렌터카 럭셔리 ,기아,"1,950만원"
71머5702,14년09월(15년형),"106,251",디젤,오토,정보없음,승합,"2,497",검정색,없음,없음,없음,5,그랜드스타렉스11인승 리무진 4WD VIP 팩,현대,"2,049만원"
148마8354,17년07월(18년형),"87,487",LPG,오토,10.6,준중형,"1,591",흰색,없음,없음,없음,20211149895,아반떼AD1.6 LPi 렌터카 스마트 ,현대,"1,150만원"
362가3205,20년04월(21년형),"6,317",가솔린,오토,정보없음,소형,0,검정색,정보없음,없음,1 건,2021046934,올 뉴 아반떼(CN7)1.6 가솔린 모던,현대,"2,180만원"
301구9450,20년06월(21년형),"4,727",가솔린,오토,정보없음,소형,0,은색,정보없음,없음,1 건,2021046931,올 뉴 아반떼(CN7)1.6 가솔린 인스퍼레이션,현대,"2,450만원"
185가3442,17년02월(17년형),"95,968",디젤,오토,14.6,SUV,"1,700",은색,없음,없음,없음,4107006652,스포티지 4세대디젤 1.7 2WD 노블레스 ,기아,"1,359만원"
50부0471,16년08월(16년형),"44,100",디젤,오토,11,SUV,0,흰색,정보없음,없음,없음,211139894,코란도 투리스모9인승 4WD TX ,쌍용,"1,590만원"
151모7385,16년01월(16년형),"165,643",가솔린,오토,7.8,대형,"3,299",다크그레이,없음,없음,없음,1041502473,EQ9003.3 T-GDI AWD 프리미엄 럭셔리,제네시스,"2,890만원"
108조1993,20년10월(20년형),"6,199",디젤,오토,11.3,RV,0,회색,없음,없음,없음,2021015017,더 뉴 카니발9인승 2.2 디젤 노블레스 스페셜,기아,"3,350만원"
15거5239,14년02월(14년형),"110,000",가솔린,오토,13,중형,"1,838",흰색,없음,없음,1 건,1041001446,뉴SM5 플래티넘1.6 TCE S/S컬렉션,르노삼성,740만원
66라7916,07년09월(07년형),"93,211",가솔린,오토,정보없음,준중형,"1,591",흰색,없음,없음,없음,20211047692,아반떼HD1.6 VVT S16 LUXURY,현대,360만원
79두9484,18년04월(19년형),"53,134",디젤,오토,정보없음,RV,"2,199",검정색,없음,없음,없음,2021024682,더 뉴 카니발11인승 2.2 디젤 프레스티지,기아,"2,380만원"
380라5308,17년05월(18년형),"70,974",디젤,오토,9.6,SUV,0,검정색,정보없음,없음,없음,2021048218,더 뉴 모하비4WD VIP 5인승 ,기아,"2,990만원"
295가3206,17년08월(18년형),"49,170",가솔린,오토,11.2,대형,"2,359",회색,없음,없음,없음,428,그랜저IG2.4 프리미엄 기본형,현대,"2,320만원"
15버3139,13년06월(13년형),"103,584",가솔린,오토,17,경차,999,진주,없음,없음,없음,1041001917,all new 모닝디럭스 스페셜 ,기아,390만원
12수0254,09년12월(10년형),"142,374",가솔린,오토,정보없음,준중형,"1,796",은색,없음,없음,없음,2021013911,라세티 프리미어1.8 CDX ID 고급형,한국GM,260만원
10오6050,17년04월(17년형),"47,795",가솔린,오토,11.1,대형,0,검정,없음,없음,없음,20211150601,올 뉴 K72.4 GDi 리미티드 ,기아,"2,190만원"
56러1855,15년01월(15년형),"250,000",가솔린,오토,11.3,대형,"2,400",검정,없음,없음,없음,2021081845,더 뉴 K72.4 GDI 프레스티지 ,기아,700만원
23구1553,12년07월(13년형),"193,000",가솔린,오토,정보없음,경차,998,하늘,없음,없음,1 건,1041001496,레이1.0 가솔린 디럭스 스페셜,기아,500만원
75거7364,09년12월(10년형),"163,328",디젤,오토,정보없음,승합,"2,497",흰색,없음,없음,없음,2021022918,그랜드스타렉스11인승 왜건 CVX 럭셔리,현대,650만원
69구2633,11년11월(12년형),"180,000",가솔린,오토,9.3,대형,0,회색,정보없음,없음,없음,2021025785,제네시스BH330 LUXURY 기본형,현대,870만원
79모8457,12년10월(13년형),"60,098",디젤,오토,정보없음,RV,"2,199",검정색,없음,없음,없음,425,카니발 R그랜드카니발 GLX 최고급형,기아,980만원
66구9675,12년11월(12년형),"67,403",디젤,오토,정보없음,준중형,"1,600",파랑색,없음,없음,없음,211132982,i30(신형)1.6 VGT 익스트림,현대,930만원
43오8893,10년09월(11년형),"233,342",가솔린,오토,정보없음,대형,"2,997",회색,없음,없음,없음,428,알페온스폐셜 ,한국GM,350만원
45더0273,09년06월(09년형),"203,974",가솔린,오토,정보없음,대형,"2,349",은색,없음,없음,없음,2021082812,SM7 뉴아트Prestige ,르노삼성,170만원
93오6983,15년09월(16년형),"74,000",디젤,오토,정보없음,트럭,"2,497",흰색,없음,없음,없음,2021010438,포터2초장축 더블캡 CRDi SUP 기본형,현대,950만원
33노0530,16년06월(16년형),"65,744",가솔린,오토,정보없음,경차,998,흰색,없음,없음,없음,602940,레이밴2인승밴 고급형,기아,750만원
04거3029,17년04월(18년형),"134,800",가솔린,오토,12,준중형,"1,591",파랑,없음,없음,없음,2021037578,아반떼AD1.6 T-GDi 스포츠 7 DCT ,현대,"1,190만원"
76구2997,14년08월(15년형),"108,990",디젤,오토,정보없음,RV,"2,199",흰색,없음,없음,없음,2021017811,올 뉴 카니발11인승 2.2 디젤 프레스티지,기아,"1,190만원"
31도9942,11년03월(12년형),"45,050",가솔린,오토,정보없음,경차,995,분홍색,없음,없음,없음,2021078172,쉐보레 스파크LT 기본형,한국GM,400만원
16노7850,15년11월(16년형),"119,299",디젤,오토,11.2,RV,"2,199",은색,없음,없음,없음,2020221273,올 뉴 카니발9인승 2.2 디젤 아웃도어 프레스티지,기아,"1,850만원"
53구5035,10년04월(10년형),"108,700",가솔린,오토,정보없음,경차,995,빨강색,없음,없음,없음,211096341,마티즈 CREATIVEJAZZ 고급형,한국GM,190만원
79두1627,10년05월(10년형),"336,664",디젤,오토,정보없음,RV,"2,497",노랑색,정보없음,없음,없음,201153385,그랜드스타렉스휠체어리프트 모던,현대,630만원
78다5217,12년12월(13년형),"152,460",디젤,오토,정보없음,승합,"2,497",은색,없음,없음,없음,211151200,그랜드스타렉스11인승 왜건 CVX 프리미엄,현대,880만원
27로8474,14년04월(14년형),"58,858",가솔린+LPG,오토,10.8,경차,999,회색,없음,없음,없음,20210428,레이1.0 바이퓨얼 프레스티지,기아,950만원
56서0182,16년06월(16년형),"103,258",디젤,오토,13.8,SUV,"1,600",파랑색,없음,없음,없음,20210428,티볼리 에어2WD IX 플러스 패키지 ,쌍용,"1,050만원"
27고2697,14년02월(14년형),"105,173",가솔린,오토,11.9,중형,"1,998",흰색,없음,없음,없음,2021042548,더 뉴 K5트렌디 ,기아,970만원
62오2293,13년12월(14년형),"103,694",LPG,오토,정보없음,중형,"1,999",진주색,없음,없음,없음,1042308078,더 뉴 K5LPI 프레스티지 경제형,기아,990만원
320더7277,19년11월(20년형),"348,858",가솔린,오토,15.2,준중형,"1,598",흰색,없음,없음,없음,2021020479,더 뉴 아반떼 ADSmartstream G1.6 스마트,현대,"1,690만원"
46고0737,16년02월(16년형),"28,462",가솔린,오토,15,준중형,0,흰색,정보없음,없음,없음,211147257,SM3 네오LE 기본형,르노삼성,780만원
28도4486,11년01월(11년형),"128,718",가솔린,오토,정보없음,대형,"3,342",검정,없음,없음,없음,2021085764,오피러스 프리미엄GH330 럭셔리,기아,550만원
305수8890,19년11월(19년형),"22,292",가솔린,오토,정보없음,대형,0,검정색,정보없음,없음,없음,정보없음,그랜저IG2.4 프리미엄 기본형,현대,"2,570만원"
105너3564,12년11월(12년형),"155,984",가솔린,오토,10.4,대형,0,검정색,정보없음,없음,1 건,2021024950,그랜저HGHG300 프라임,현대,690만원
90모5037,18년02월(18년형),"19,000",디젤,오토,정보없음,트럭,0,흰색,정보없음,없음,1 건,211149100,봉고31톤 초장축 킹캡 CRDi LTD ,기아,"1,750만원"
89더7003,18년10월(18년형),"18,000",디젤,오토,정보없음,트럭,0,흰색,정보없음,없음,1 건,7940,포터2초장축 슈퍼캡 CRDi Modern,현대,"1,750만원"
35너1151,12년05월(12년형),"27,259",가솔린,오토,정보없음,준중형,"1,598",흰색,없음,없음,없음,603209,뉴SM3LE Exclusive ,르노삼성,690만원
25소5539,15년11월(16년형),"103,836",디젤,오토,18.4,준중형,"1,582",검정색,없음,없음,없음,2021082253,아반떼AD1.6 e-VGT 스마트 ,현대,"1,100만원"
34부1306,08년08월(08년형),"314,948",디젤,오토,정보없음,SUV,0,검정색,정보없음,없음,없음,2001004291,모하비4WD KV300 고급형,기아,850만원
65너3103,04년01월(04년형),"120,437",가솔린,오토,정보없음,중형,0,검정색,정보없음,없음,없음,2001004291,SM5SM520V ,르노삼성,160만원
16주6702,14년12월(15년형),"84,686",가솔린,오토,10.4,대형,0,은색,정보없음,없음,없음,2012006743,더 뉴 K73.0 GDI 프레스티지 ,기아,"1,290만원"
145너1368,14년12월(15년형),"124,591",가솔린,오토,10.2,대형,0,검정색,정보없음,없음,없음,2001004291,ALL New SM7 노바RE 기본형,르노삼성,"1,199만원"
358러7626,14년06월(15년형),"116,693",LPG,오토,정보없음,중형,0,파랑색,정보없음,없음,없음,2006016082,더 뉴 K5디럭스 ,기아,890만원
82러5037,14년01월(14년형),"125,866",디젤,수동,정보없음,트럭,"2,497",흰색,없음,없음,없음,211149855,봉고31.2톤 초장축 표준캡 CRDi 프레스티지 ,기아,980만원
78도6072,14년05월(14년형),"176,000",디젤,오토,정보없음,RV,"2,199",흰색,없음,없음,없음,211152009,카니발 R그랜드카니발 GLX 프리미엄,기아,790만원
86어3296,00년07월(00년형),"189,895",디젤,수동,정보없음,트럭,"3,568",청색,없음,없음,없음,202012000,마이티2덤프트럭 ,현대,890만원
31부6669,11년02월(11년형),"50,023",가솔린,오토,정보없음,대형,"3,199",검정색,없음,없음,없음,20210428,체어맨H600S 최고급형,쌍용,590만원
17노0826,16년06월(16년형),"63,966",디젤,오토,정보없음,대형,"2,199",흰색,정보없음,없음,없음,20210428,올 뉴 K72.2 디젤 프레스티지 ,기아,"1,930만원"
01라4033,18년07월(19년형),"42,497",가솔린,오토,8.8,대형,"3,778",진주색,없음,없음,없음,5,더 K93.8 GDI 플래티넘 II,기아,"4,390만원"
34주2303,19년05월(19년형),"7,751",가솔린,CVT,15,경차,999,흰색,없음,없음,없음,72-00-009526,더 뉴 스파크Premier 기본형,한국GM,"1,149만원"
